# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1781061973.631870985031128,0.01134,0.00010,0.00058,0.00043,0.00028,0.00311,0.01584
1781061973.665195941925049,0.01100,0.00009,0.00029,0.00042,0.00060,0.00326,0.01566
1781061973.698524951934814,0.01631,0.00012,0.00048,0.00049,0.00024,0.00332,0.02098
1781061973.731853961944580,0.01606,0.00010,0.00056,0.00045,0.00102,0.00305,0.02124
1781061973.765182018280029,0.01552,0.00011,0.00040,0.00058,0.00044,0.00293,0.01997
1781061973.798507928848267,0.01004,0.00010,0.00015,0.00057,0.00009,0.00328,0.01423
1781061973.831830978393555,0.01183,0.00010,0.00036,0.00063,0.00011,0.00341,0.01645
1781061973.865159034729004,0.00873,0.00010,0.00019,0.00050,0.00000,0.00302,0.01255
1781061973.898487091064453,0.00865,0.00012,0.00038,0.00051,0.00001,0.00319,0.01286
1781061973.931812047958374,0.00847,0.00011,0.00053,0.00053,0.00000,0.00342,0.01306
1781061973.965140104293823,0.00895,0.00010,0.00035,0.00056,0.00010,0.00354,0.01360
1781061973.998467922210693,0.00972,0.00012,0.00028,0.00051,0.00000,0.00311,0.01374
1781061974.031795024871826,0.00893,0.00010,0.00025,0.00044,0.00009,0.00320,0.01302
1781061974.065120935440063,0.00842,0.00009,0.00035,0.00044,0.00014,0.00344,0.01287
1781061974.098448991775513,0.00947,0.00010,0.00053,0.00041,0.00006,0.00363,0.01420
1781061974.131776094436646,0.00848,0.00008,0.00032,0.00042,0.00005,0.00344,0.01280
1781061974.165105104446411,0.00975,0.00010,0.00059,0.00007,0.00010,0.00364,0.01427
1781061974.198436975479126,0.00939,0.00008,0.00037,0.00007,0.00005,0.00313,0.01308
1781061974.231758117675781,0.01611,0.00012,0.00098,0.00010,0.00000,0.00305,0.02036
1781061974.265087127685547,0.01194,0.00008,0.00061,0.00009,0.00005,0.00325,0.01601
1781061974.298412084579468,0.01028,0.00008,0.00021,0.00007,0.00002,0.00297,0.01365
1781061974.331742048263550,0.01668,0.00008,0.00059,0.00007,0.00005,0.00345,0.02093
1781061974.365070104598999,0.01059,0.00008,0.00020,0.00000,0.00000,0.00341,0.01428
1781061974.398394107818604,0.00746,0.00009,0.00006,0.00000,0.00006,0.00311,0.01079
1781061974.431740045547485,0.00883,0.00008,0.00040,0.00000,0.00004,0.00379,0.01314
1781061974.465049982070923,0.01071,0.00008,0.00074,0.00000,0.00001,0.00319,0.01474
1781061974.498376131057739,0.01419,0.00008,0.00051,0.00000,0.00016,0.00318,0.01813
1781061974.531702041625977,0.01101,0.00008,0.00145,0.00003,0.00000,0.00378,0.01635
1781061974.565027952194214,0.01294,0.00008,0.00042,0.00005,0.00021,0.00320,0.01690
1781061974.598359107971191,0.01164,0.00009,0.00036,0.00004,0.00004,0.00354,0.01571
1781061974.631683111190796,0.01280,0.00008,0.00039,0.00004,0.00183,0.00371,0.01886
1781061974.665008068084717,0.01332,0.00008,0.00043,0.00009,0.00035,0.00318,0.01745
1781061974.698338031768799,0.01180,0.00009,0.00035,0.00008,0.00005,0.00398,0.01635
1781061974.731667041778564,0.01296,0.00008,0.00041,0.00007,0.00013,0.00366,0.01732
1781061974.764995098114014,0.00890,0.00009,0.00036,0.00000,0.00003,0.00323,0.01261
1781061974.798322916030884,0.01414,0.00008,0.00052,0.00000,0.00035,0.00332,0.01842
1781061974.831649065017700,0.01397,0.00009,0.00031,0.00005,0.00005,0.00353,0.01800
1781061974.864974021911621,0.01116,0.00010,0.00053,0.00005,0.00034,0.00303,0.01521
1781061974.898299932479858,0.00935,0.00008,0.00025,0.00004,0.00009,0.00317,0.01298
1781061974.931627035140991,0.01195,0.00008,0.00039,0.00006,0.00004,0.00302,0.01555
1781061974.964954137802124,0.01394,0.00008,0.00030,0.00012,0.00191,0.00313,0.01949
1781061974.998280048370361,0.01529,0.00010,0.00074,0.00026,0.00070,0.00355,0.02064
1781061975.031608104705811,0.01114,0.00010,0.00026,0.00034,0.00041,0.00303,0.01529
1781061975.064939975738525,0.01699,0.00009,0.00035,0.00035,0.00003,0.00311,0.02092
1781061975.098262071609497,0.01695,0.00010,0.00034,0.00038,0.00029,0.00330,0.02137
1781061975.131587982177734,0.01276,0.00010,0.00028,0.00042,0.00025,0.00321,0.01701
1781061975.164916038513184,0.01032,0.00010,0.00023,0.00050,0.00000,0.00380,0.01495
1781061975.198243141174316,0.01527,0.00010,0.00040,0.00045,0.00001,0.00291,0.01915
1781061975.231569051742554,0.01207,0.00011,0.00039,0.00049,0.00003,0.00340,0.01649
1781061975.264899969100952,0.01193,0.00010,0.00027,0.00044,0.00025,0.00349,0.01647
1781061975.298226118087769,0.00944,0.00010,0.00034,0.00037,0.00004,0.00349,0.01378
1781061975.331553936004639,0.01750,0.00010,0.00073,0.00011,0.00000,0.00342,0.02185
1781061975.364876985549927,0.01760,0.00009,0.00019,0.00011,0.00005,0.00306,0.02110
1781061975.398210048675537,0.01705,0.00010,0.00054,0.00008,0.00038,0.00333,0.02149
1781061975.431532144546509,0.01064,0.00010,0.00018,0.00015,0.00194,0.00371,0.01672
1781061975.464860916137695,0.00898,0.00010,0.00080,0.00029,0.00000,0.00316,0.01333
